plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,zipCd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm,region
아이 돌보는 아빠장려금,아빠 육아 참여 및 육아휴직을 장려하고 양육에 따른 경제적 부담을 완화함으로써 일과 가정생활의 양립 및 가족 친화적인 사회환경 조성하여 저출산 완화에 기여,"□ 사업 개요 
  ○ (사업근거) 「저출산·고령사회 기본법」제10조 (경제적 부담의 경감),  「세종특별자치시 아빠장려금 지원 조례」제4조 (지원대상,지원기준)  
  ○ (사업기간) ‘22.1월~계속
  ○ (사업대상) 남성 육아휴직 근로자(고용보험 가입자) 
    - 육아휴직자가 신청일 기준 1년이상 계속하여 주민등록이 세종시에 되어 있는 경우
    - 육아휴직의 대상 자녀가 신청일 기준 시에 주민등록을 두고 있는 경우 
    - 고용보험법 제70조에 따른 육아휴직 급여의 지급조건을 충족하는 경우 
    - 고용보험법 시행령 제95조 해당 특례적용자는 특례적용 기간 종료 후 아빠 장려금 지원 적용 ※ 교사, 공무원, 자영업, 60세이상 고령 근로자 등 제외 대상
  ○ (신청기한) 육아휴직 중 신청 필수  
  ○ (기타조건) 고용보험법 제70조 육아휴직 급여 지급조건을 충족하는 경우 (※특례적용대상자(특례기간중) 지급 제외) 
  ○ (지원액) 월30만원/ 180만원 지급 (여민전 지역화폐) ",,36110,https://plus.gov.kr/,0.0,0.0,복지문화,취약계층 및 금융지원,세종특별자치시
출생축하금,출산가정의 초기 양육 부담을 경감하고 아동양육에 대한 지자체에 대한 책임을 강화하여 저출산 완화에 기여하고자 함,"□ 사업 개요 
  ○ (사업근거) 「저출산·고령사회 기본법」제10조 (경제적 부담의 경감), 「세종특별자치시 출산장려에 관한 조례」제6조 (출산축하금 등 지급)  
  ○ (사업기간) ‘12.1월~계속
  ○ (사업대상) 신생아 출생일 기준으로 3개월 이전 또는 출생일을 포함하여 이후 3개월 이상 계속 市 에 주민등록 주소를 두고 거주하는 부 또는 모로서 신생아의 출생신고를 우리 市에 한 경우  
  ○ (신청시기) 자녀 출생신고 시
     ※신생아 출생신고 후 6개월 이내 신청 가능 
  ○ (신청서류) 출산서비스통합처리신청서, 신분증 
  ○ (지원액) 일시금 120만원/지역화폐 지급 ",,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://plus.gov.kr/,0.0,0.0,복지문화,취약계층 및 금융지원,세종특별자치시
첫만남 이용권 지원,출산가정의 초기 양육부담을 경감하고 아동양육에 대한 사회·국가 책임을 강화하여 청년들의 출산기피에 따른 저출산 완화에 기여하고자 함.,"□ 사업 개요 
  ○ (사업 근거) 「저출산·고령사회 기본법」제10조 (경제적 부담의 경감)
  ○ (사업 내용) ‘22.1.1이후 출생 아동에게 첫만남 이용권 첫째아 200만원, 둘째아 이상 300만원 지급하여 아동 양육에 따른 경제적 부담을 경감하고, 사회·국가 책임 강화
  ○ (사업 대상) ‘22.1.1이후 출생아의 보호자 및 보호자의 대리인 
  ○ (추진 절차) (읍면동) 신청·접수 → (시군구) 지원결정 → (사회보장정보원) 바우처 생성·관리→(시군구) 대상자 관리",,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=17410000001&tp_seq=01,0.0,0.0,복지문화,취약계층 및 금융지원,세종특별자치시
고립·은둔청년지원사업,심리 안정 및 일상생활 회복 프로그램 운영을 통한 사회적 고립청년 사회 복귀 지원 및 부모대상 교육 제공,"① 사회적고립청년 대상 프로그램
- (대상) 정서·사회적 고립으로 어려움을 겪고 있는 청년 40명 내외
- (내용) 1:1진입상담 및 집단상담(4회기), 일상회복(몸챙김(2회), 마음챙김(2회), 개선(2회))프로그램, 숲체험프로그램(1회), 자조모임(2회) 지원
- (운영방식) 기수별 운영(2기) 

② 고립·은둔청년부모대상 프로그램
- (대상) 자녀의 고립·은둔 문제로 고민을 나누고 싶은 부모 15명 내외
- (내용) 강의(4회), 탈고립은둔청년과의 간담회(1회), 자조모임(2회), 자녀와의 체험프로그램(1회)",20250806 ~ 20250829,36110,https://4242.or.kr/,19.0,39.0,복지문화,취약계층 및 금융지원,세종특별자치시
청년도전지원사업 『도전캠퍼스』,세종시 청년들을 대상으로 『도전캠퍼스』 맞춤형프로그램(단기/중기/장기)을 통해 구직단념 청년들의 구직의욕 고취 및 체계적인 지원시스템 마련,"□ 청년도전지원사업 운영 개요
  ○ (모집대상) 세종시 청년(미취업, 구직단념, 경력단절여성 등)
  ○ (모집인원) 96명(단기: 24명, 중기: 48명, 장기: 24명)
  ○ (운영내용) 밀착상담(기초, 수시)/ 사례관리, 자신감회복, 진로탐색, 취업역량 강화 프로그램
  ○ (운영기간) 
     - 단기(40시간/ 5주), 1주 2~3회 운영(화~목) 
     - 중기(120시간/ 15주), 1주 2~3회 운영(화~목) 
     - 장기(200시간/ 25주), 1주 2~3회 운영(화~목) 
  ○ (운영장소) 세종청년센터 2층 클래스룸, 회의실
  ○ (참여수당)
     - 단기(참여수당50만원)
     - 중기(참여수당50만원 × 3회 최대 150만원 / 이수 인센티브 20만원) 
     - 장기(참여수당50만원 × 5회 최대 250만원 / 이수 인센티브 20만원 / 취(창)업 관련 활동 시 30 만원)
      ※ 중기/단기(이수 후 6개월 이내 취(창)업하고 3개월 근속 시 50만원)
  ○ (사후관리) 프로그램참여자 대상으로 3개월이상 구직정보안내 및 연계",20250110 ~ 20250305,36110,,19.0,39.0,복지문화,취약계층 및 금융지원,세종특별자치시
청소년 한부모 아동양육 및 자립지원,"세종시 청소년 한부모에게 아동양육비 및 자립지원금을 지원해, 자녀 양육환경 개선 및 자립기반 마련 ","□ 청소년 한부모 아동양육비
  ○ 대    상 : 기준 중위소득 65% 이하인 청소년한부모의 자녀
  ○ 지원내용 
    - 24세 이하 청소년한부모의 2세 이상 아동 1인당 월 37만원 지원
    - 24세 이하 청소년한부모의 2세 미만 아동 1인당 월 40만원 지원
  ○ 지급시기 : 매월 20일 

□ 청소년 한부모 자립지원
  ○ 대    상 : 기준 중위소득 65% 이하인 청소년한부모가족으로, 신청일 기준 최근 1년 내 학업 또는 취업활동 참여 실적이 있는 가구 
    ※ 자립활동이 1개월 내 최소 10일 이상인 경우에 한하여 지원 
  ○ 지원내용 : 가구당 월 10만원 / 1년 단위 지원 ",,36110,https://www.bokjiro.go.kr,1.0,24.0,복지문화,취약계층 및 금융지원,세종특별자치시
청년미래적금 운영,관내 근로 청년이 일정 금액(월 15만원) 적금(3년간)하면 市도 동일 금액을 적립하여 만기 시에 일시 지급하는 자산 형성 지원사업 ,"○ 관내 기업에 근로 중인 청년이 월 15만원의 적금 납입 시에 시도 동일금액을 적립하여 만기(3년)에 일시 지급
  ※ 만기수령액: 본인 저축액 540만원(15만원×36개월) + 시 지원금 540만원(매칭지원) + 본인 저축분에 대한 이자
○ 지원요건
  - (연령) 19세 이상 39세인 청년
  - (거주) 공고일 기준 세종시 6개월 이상 계속 거주
  - (근로) 공고일 기준 6개월 이상 4대 보험이 가입된 관내 ‧ 동일사업장(재직 중인 기업‧기관 등의 사업자등록증 기준 세종 소재 확인)에서 주 30시간 이상 계속 근로하고 있는 자
  - (소득) 공고일 기준 최근 6개월 평균 건강보험료 본인부담금이 ’25년 건강보험료 소득판정기준표상 중위소득 120% 이하인 자",20250507 ~ 20250513,36110,https://sjyouth.sjepa.or.kr/,19.0,39.0,복지문화,취약계층 및 금융지원,세종특별자치시
출산장려금 지원,관내 출생아 가정을 대상으로 출산장려금을 지급,"지원요건: 부모 중 1인이 자녀의 출생일 기준 6개월 이전부터 의성군에 주소를 두고 거주하였으며,의성군에 출생신고된 출생아
지원내용: 총 1,900만원(출생시 100만원, 매월 30만원 * 60개월)",,47730,,0.0,4.0,복지문화,취약계층 및 금융지원,경상북도
결혼장려금 지원,의성군에 거주하는 신혼부부를 대상으로 결혼장려금을 지원,"○ 혼인신고일로부터 2년 이내 신청
○ 부부 중 한 명 이상이 혼인신고일 기준 1년 이전부터 의성군에 주민등록을 두고 거주하였으며, 혼인신고일 이후 부부가 함께 의성군에 주민등록을 두고 6개월 이상 거주하고 있는 49세 이하 신혼부부
○ 배우자가 외국인일 경우도 지원 가능(별도 증빙 필요)
○ 부부에게 최대 300만원 지급하되, 3회 분할 지급
  - 1차: 신청 익월 100만원 지급
  - 2차: 1년 경과 후 100만원 지급
  - 3차: 2년 경과 후 100만원 지급",,47730,,0.0,49.0,복지문화,취약계층 및 금융지원,경상북도
신혼부부주거비용지원,의성군에 거주 중인 신혼부부를 대상으로 전세자금 대출금 이자 또는 월세 지원,"○ 혼인신고일로부터 2년 이내 신청
○ 부부 중 한 명 이상이 혼인신고일 기준 1년 이전부터 의성군에 주민등록을 두고 거주하였으며, 혼인신고일 이후 부부가 함께 의성군 내 동일 주소지에 주민등록을 두고 있는 결혼 2년 이하인 49세 이하 무주택 신혼부부
○ 배우자가 외국인일 경우도 지원 가능(별도 증빙 필요)
○ 전세자금 대출금 이자 또는 월세 자금 지원
  - 가구당 월 최대 10만원 지원
  - 최대 24개월 지원(현금 지원)
  - 연간 2회(7월, 12월) 지급
○ 매 지급 시 자격 확인 후 지급",,47730,,0.0,49.0,주거,전월세 및 주거급여 지원,경상북도
대학생 사이버보안 경진대회,대학생 사이버보안 역량 강화 및 인재 발굴·양성을 위해 매년 전세계 대학생을 대상으로 사이버보안 경진대회 개최,"사이버보안에 관심이 있는 학생에게 양질의 사이버보안 분야 문제 풀이(웹, 포렌식, 리버싱, 포너블, 트렌드 등 / CTF 방식) 기회 제공

경진대회 입상자에게 총 3,800만원의 상금 지급
(고급분야 총 7팀 3,200만원 / 초급분야 총 7팀 600만원)
※ 2025년 기준으로 추후 변경될 수 있음",20250317 ~ 20250425,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://hacktheon.org,0.0,0.0,교육,미래역량강화,세종특별자치시
청년재능활동가 지원사업,"세종시 청년들의 다양한 재능을 알리고, 체계화 하여 지역 자원과의 연계로 청년 재능의 지역사회 확장 도모","○ 청년재능마켓
 - 청년 본인이 직접 정보를 업로드할 수 있는 마켓 창구
 - 기관과의 직접 계약 형태(1:1 매칭)

○ 수요기관 연계(지역행사 및 프로그램 연계)
 - 지역행사 및 프로그램 운영 요청시, 청년재능활동가를 연계하여 매칭(강사수당, 공연수당 지급)",20250301 ~ 20251231,36110,https://4242.or.kr/freelancer_service,19.0,39.0,교육,미래역량강화,세종특별자치시
청년 장학사업 확대,개인별 맞춤형 장학사업 추진으로 청년의 교육복지 증진,"□ 사업 개요
  ○ (대상) 공고일 기준 1년 이상 세종시 계속 거주자 또는 관내 학교 재학중인 대학생
  ○ (내용) 특기적성, 저소득층, 공익발전기여, 장애인, 다문화가정, 북한이탈주민 등 개인별 맞춤형 장학 지원
   ※ 분야별 지원금액 상이(공고문 확인 필수)",20250819 ~ 20251001,36110,www.sjhle.or.kr,0.0,0.0,교육,교육비지원,세종특별자치시
대학생 등록금 대출이자 지원,안정적인 학업 및 구직활동을 위한 대학생 학자금 대출이자 지원,"□ 사업 개요
  ○ (대상) 공고일 기준 1년 이상 세종시 계속 거주자로 대학(원)생 및 졸업(수료) 2년 이내 미취업자
  ○ (내용) 한국장학재단 학자금 대출에 따라 발생하는 이자 지원(1인 최대 50만원)",20250819 ~ 20250924,36110,www.sjhle.or.kr,0.0,0.0,교육,교육비지원,세종특별자치시
청년농부 창농기반 구축,청년농업인 안정적 영농기반 구축,"ㅇ (대상)18~39세이하 청년농업인
ㅇ (주요내용)영농기반 구축 시설.장비 지원
ㅇ (전달체계)도-시군-참여청년",20240906 ~ 20240913,"47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940",,18.0,39.0,일자리,창업,경상북도
신혼부부 임차보증금 이자지원,"주거지원으로 혼인율 감소 및 저출산 극복을 위한 도내 혼인신고 7년이내 신혼부부를 대상으로 전세 임차보증금의 이자지원

","- 주거지원으로 혼인율 감소 및 저출산 극복을 위한 도내 혼인신고 7년이내 신혼부부를 대상으로 전세 임차보증금의 이자지원
- 전세 임차보증금의 이자지원 시군 신청접수 및 협약은행으로의 이자지급 (예산소진시까지)
",,47900,https://www.gbhome.kr/,0.0,0.0,복지문화,취약계층 및 금융지원,경상북도
전세보증금반환보증 보증료 지원,전세보증금반환 보증보험 가입자에게 반환보증 보증료를 최대 40만원까지 지원하여 저소득층의 전세사기 피해 방지 및 주거안정 도모,"○ (관련근거) ｢주거기본법｣ 제15조(주거비 보조),  ｢세종특별자치시 주거기본 조례｣ 제5조(주거복지사업)
○ (사업기간) 2023년 ~ 계속
○ (지원대상) 신청일 기준 유효한 전세보증금반환보증(HUG, HF, SGI) 가입자
   -(주택) 무주택자로 보증금 3억원 이하의 주택·주거용 오피스텔 거주자
   -(연소득) 청년* 5천만원/청년외 6천만원/신혼부부** 7.5천만원 이하
    * 19~39세 / ** 신청일 기준 혼인신고일로부터 7년 이내인 부부
○ (지원금액) 신청인이 실제 납부한 보증료, 최대 40만원*(2년내 재지원 불가)
   * 청년·신혼부부: 납부 보증료(최대 40만원)/ 청년외: 납부 보증료의      90%(최대 40만원)
○ (지원절차)
   ① 전세보증 신청(임차인→보증기관, 은행)
      - 직접방문(지사 또는 위탁은행) / 온라인(보증기관)
   ② 보증서 발급(보증기관→임차인)
      - 온라인
   ③ 지원금 신청(신청인 본인 또는 배우자 → 시청)
      - 온라인(정부24) / 직접방문(시청 주택과)
   ④ 지원금 지급(시청→신청인)
      - (통지) 신청후 30일 이내
      - (지급) 통지후 15일 이내",,36110,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/161300000103,19.0,39.0,주거,주택 및 거주지,세종특별자치시
